species,pu,amount
503,LL-376,25000000
503,LN-376,16571283
503,LM-375,25000000
503,LK-375,25000000
503,KE-379,4040448
503,KA-378,2661696
503,KC-378,24530083
503,KB-378,25000000
503,KD-378,18528
503,KA-377,18189672
503,KC-377,8302951
503,JZ-377,4436571
503,KB-377,19742097
503,KA-376,25000000
503,JZ-376,20022164
503,KB-376,2649900
503,JY-375,6532806
503,KA-375,13285230
503,JZ-375,23389769
503,JY-374,21984732
503,JX-374,9347055
503,JZ-374,5707090
503,JY-373,3924368
503,JX-373,184927
503,KD-371,996609
503,KH-372,694484
503,KG-371,10689794
503,KI-371,10826981
503,KK-371,5549594
503,KF-371,16317102
503,KJ-371,22193611
503,KH-371,25000000
503,KG-370,25000000
503,KI-370,25000000
503,KM-371,974122
503,KL-371,17634710
503,KN-371,1135545
503,KO-370,336410
503,KC-370,5263836
503,KB-370,3428463
503,KC-369,25000000
503,KK-370,25000000
503,KM-370,24441682
503,KP-370,8911
503,KL-370,25000000
503,KN-370,23480162
503,KO-369,22047004
503,KK-369,25000000
503,KM-369,25000000
503,KE-370,21556922
503,KD-370,24803295
503,KF-370,25000000
503,KJ-370,25000000
503,KH-370,25000000
503,KI-369,25000000
503,KE-369,25000000
503,KG-369,25000000
503,KF-369,25000000
503,KJ-369,25000000
503,LH-374,25000000
503,LF-374,25000000
503,LE-373,25000000
503,LG-373,25000000
503,LI-373,25000000
503,LJ-373,25000000
503,LH-373,25000000
503,LF-373,25000000
503,LI-372,25000000
503,LE-372,25000000
503,LC-373,25000000
503,LB-373,10315060
503,LD-373,25000000
503,LC-372,23634017
503,LG-372,25000000
503,LH-372,25000000
503,LJ-372,25000000
503,LF-372,25000000
503,LE-371,25000000
503,LI-371,25000000
503,LG-371,25000000
503,LF-371,25000000
503,LJ-371,25000000
503,LH-371,25000000
503,LD-372,25000000
503,LC-371,9804721
503,LD-371,23311172
503,LD-370,9303536
503,LI-370,25000000
503,LE-370,25000000
503,LG-370,25000000
503,LJ-370,25000000
503,LH-370,25000000
503,LF-370,25000000
503,LE-369,22979172
503,LI-369,25000000
503,LG-369,25000000
503,LJ-369,25000000
503,LL-375,25000000
503,LN-375,15143119
503,LK-374,25000000
503,LM-374,25000000
503,LL-374,24999999
503,LN-374,13699486
503,LM-373,25000000
503,LK-373,25000000
503,LN-373,5416772
503,LL-373,25000000
503,LK-372,25000000
503,LM-372,20626316
503,LL-372,24999999
503,LK-371,25000000
503,LM-371,6781581
503,LL-371,21826428
503,LK-370,25000000
503,LL-370,8237212
503,LK-369,22935718
503,KQ-368,18263083
503,KV-368,43917
503,KT-368,6014399
503,KR-368,17288262
503,LH-369,25000000
503,LF-369,25000000
